»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	5/23/2018 - 12:42:14
Configured:	05/23/18 12:21:47 PM
Executed:	05/23/18 12:25:48 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	3.00
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	3.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    48	12.500000	7.624395889526e-011	1.63007e+009	1.28026e+010
    49	0.000000	6.907901335811e-013	2.20889e+008	1.73486e+009
    50	0.000000	1.478124622328e-012	3.40661e+009	2.67555e+010
    51	-12.500000	5.844895342173e-011	2.13679e+009	1.67824e+010
    52	-25.000000	1.395052065598e-010	1.79052e+009	1.40627e+010
    53	-37.500000	2.430368017805e-010	1.53569e+009	1.20613e+010
    54	-50.000000	3.670719781315e-010	1.37240e+009	1.07788e+010
    55	-62.500000	5.153253313692e-010	1.21179e+009	9.51740e+009
    56	-75.000000	6.834586646355e-010	1.09732e+009	8.61831e+009
    57	-87.500000	9.278731718187e-010	9.43198e+008	7.40787e+009
    58	-100.000000	1.244573041149e-009	8.04396e+008	6.31772e+009
    59	-112.500000	1.613864076298e-009	6.98049e+008	5.48248e+009
    60	-125.000000	1.982596414416e-009	6.30409e+008	4.95124e+009
    61	-137.500000	2.530309563803e-009	5.42736e+008	4.26265e+009
    62	-150.000000	3.143429954074e-009	4.76584e+008	3.74309e+009
    63	-162.500000	3.710006133679e-009	4.37918e+008	3.43941e+009
    64	-175.000000	4.376617484685e-009	3.99423e+008	3.13707e+009
    65	-187.500000	4.649489378904e-009	4.03040e+008	3.16548e+009
    66	-200.000000	6.137847090704e-009	3.25966e+008	2.56014e+009
    67	-212.500000	6.769073998364e-009	3.13434e+008	2.46171e+009
    68	-225.000000	8.565380078501e-009	2.62719e+008	2.06340e+009
    69	-237.500000	1.173882940911e-008	2.02232e+008	1.58833e+009
    70	-250.000000	1.222431887756e-008	2.04504e+008	1.60618e+009
    71	-262.500000	1.368029587608e-008	1.91924e+008	1.50737e+009
    72	-275.000000	1.448722317607e-008	1.89839e+008	1.49100e+009
    73	-287.500000	1.746068768838e-008	1.64707e+008	1.29361e+009
    74	-300.000000	1.909318811069e-008	1.57190e+008	1.23457e+009
    75	-287.500000	2.040518518041e-008	1.40783e+008	1.10571e+009
    76	-275.000000	1.584790681527e-008	1.73569e+008	1.36321e+009
    77	-262.500000	1.179852233452e-008	2.22586e+008	1.74819e+009
    78	-250.000000	1.164357294235e-008	2.14704e+008	1.68629e+009
    79	-237.500000	9.855802568007e-009	2.41032e+008	1.89307e+009
    80	-225.000000	7.497226595320e-009	3.00455e+008	2.35977e+009
    81	-212.500000	7.373340399400e-009	2.87737e+008	2.25989e+009
    82	-200.000000	5.201706316778e-009	3.84498e+008	3.01985e+009
    83	-187.500000	4.459316178043e-009	4.20160e+008	3.29994e+009
    84	-175.000000	3.718881038416e-009	4.70087e+008	3.69207e+009
    85	-162.500000	3.106847507781e-009	5.23181e+008	4.10906e+009
    86	-150.000000	2.631101865580e-009	5.70834e+008	4.48333e+009
    87	-137.500000	2.021374362440e-009	6.80328e+008	5.34330e+009
    88	-125.000000	1.631072952317e-009	7.66273e+008	6.01831e+009
    89	-112.500000	1.203334936712e-009	9.34927e+008	7.34292e+009
    90	-100.000000	9.757491642026e-010	1.02625e+009	8.06013e+009
    91	-87.500000	7.234605017019e-010	1.20379e+009	9.45458e+009
    92	-75.000000	5.904442381806e-010	1.26940e+009	9.96989e+009
    93	-62.500000	4.362858854974e-010	1.43150e+009	1.12430e+010
    94	-50.000000	3.017680369276e-010	1.65397e+009	1.29903e+010
    95	-37.500000	2.280325134906e-010	1.64310e+009	1.29049e+010
    96	-25.000000	1.305085879837e-010	1.90225e+009	1.49403e+010
    97	-12.500000	6.246144575221e-011	1.98487e+009	1.55891e+010
    98	0.000000	5.510530421626e-013	2.63057e+009	2.06605e+010



I/V Version: 5.16.2 - Radiant Technologies, Inc., 2001 - 3/16/18

