»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	5/15/2018 - 20:43:46
Configured:	05/15/18 08:28:54 PM
Executed:	05/15/18 08:29:57 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	3.00
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	3.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    30	237.500000	1.505388978606e-009	1.57677e+009	1.23840e+010
    31	225.000000	1.426674113017e-009	1.57698e+009	1.23856e+010
    32	212.500000	1.192509869379e-009	1.78261e+009	1.40006e+010
    33	200.000000	1.033150082898e-009	1.93410e+009	1.51904e+010
    34	187.500000	9.204395006808e-010	2.03914e+009	1.60154e+010
    35	175.000000	8.416933566422e-010	2.07655e+009	1.63092e+010
    36	162.500000	6.939745894559e-010	2.33705e+009	1.83552e+010
    37	150.000000	5.109355852622e-010	2.93448e+009	2.30474e+010
    38	137.500000	3.898663176453e-010	3.52403e+009	2.76777e+010
    39	125.000000	3.367604404792e-010	3.71637e+009	2.91884e+010
    40	112.500000	2.950264565968e-010	3.81022e+009	2.99254e+010
    41	100.000000	2.721507827474e-010	3.68643e+009	2.89532e+010
    42	87.500000	2.597509801878e-010	3.36955e+009	2.64645e+010
    43	75.000000	2.251849748871e-010	3.33757e+009	2.62133e+010
    44	62.500000	2.119087009167e-010	2.96234e+009	2.32663e+010
    45	50.000000	1.797644282720e-010	2.78244e+009	2.18533e+010
    46	37.500000	1.485344352994e-010	2.51378e+009	1.97432e+010
    47	25.000000	8.489201966747e-011	2.93611e+009	2.30602e+010
    48	12.500000	4.338730603014e-011	3.07375e+009	2.41412e+010
    49	0.000000	2.168628686244e-012	4.22169e+008	3.31571e+009
    50	0.000000	5.522625169019e-012	3.17740e+008	2.49553e+009
    51	-12.500000	4.258069306232e-011	2.99939e+009	2.35572e+010
    52	-25.000000	8.466565447875e-011	2.91062e+009	2.28600e+010
    53	-37.500000	1.186459179899e-010	3.16247e+009	2.48380e+010
    54	-50.000000	1.396414832605e-010	3.57481e+009	2.80765e+010
    55	-62.500000	1.256392372693e-010	4.95391e+009	3.89080e+010
    56	-75.000000	1.261694616536e-010	5.92298e+009	4.65191e+010
    57	-87.500000	1.537941536405e-010	5.69647e+009	4.47401e+010
    58	-100.000000	1.787051227927e-010	5.58420e+009	4.38583e+010
    59	-112.500000	2.586569940000e-010	4.34951e+009	3.41610e+010
    60	-125.000000	3.231214443157e-010	3.86757e+009	3.03759e+010
    61	-137.500000	4.047901980732e-010	3.39901e+009	2.66958e+010
    62	-150.000000	4.816235316975e-010	3.10990e+009	2.44252e+010
    63	-162.500000	5.807754020639e-010	2.79599e+009	2.19597e+010
    64	-175.000000	8.105935367003e-010	2.15726e+009	1.69431e+010
    65	-187.500000	9.256953270570e-010	2.02773e+009	1.59258e+010
    66	-200.000000	1.224056779039e-009	1.63320e+009	1.28272e+010
    67	-212.500000	1.191382006084e-009	1.78212e+009	1.39968e+010
    68	-225.000000	1.524202622811e-009	1.47657e+009	1.15970e+010
    69	-237.500000	1.848449070736e-009	1.28405e+009	1.00849e+010
    70	-250.000000	2.194733701742e-009	1.13961e+009	8.95051e+009
    71	-262.500000	2.719709885854e-009	9.65277e+008	7.58129e+009
    72	-275.000000	2.566190161385e-009	1.07166e+009	8.41684e+009
    73	-287.500000	3.986817602331e-009	7.20817e+008	5.66129e+009
    74	-300.000000	5.259534069928e-009	5.70123e+008	4.47775e+009
    75	-287.500000	3.989570452819e-009	7.20778e+008	5.66099e+009
    76	-275.000000	3.949245998944e-009	6.96455e+008	5.46996e+009
    77	-262.500000	2.899199516111e-009	9.05070e+008	7.10842e+009
    78	-250.000000	2.695754564364e-009	9.27639e+008	7.28568e+009
    79	-237.500000	2.281273525689e-009	1.04040e+009	8.17127e+009
    80	-225.000000	2.078390456319e-009	1.08164e+009	8.49523e+009
    81	-212.500000	1.861789559943e-009	1.14261e+009	8.97408e+009
    82	-200.000000	1.375906950802e-009	1.45295e+009	1.14115e+010
    83	-187.500000	1.055749788813e-009	1.77845e+009	1.39679e+010
    84	-175.000000	1.081006373470e-009	1.61875e+009	1.27137e+010
    85	-162.500000	9.748082951713e-010	1.66667e+009	1.30900e+010
    86	-150.000000	6.689888666858e-010	2.23697e+009	1.75691e+010
    87	-137.500000	5.351322025187e-010	2.56712e+009	2.01622e+010
    88	-125.000000	4.687755898172e-010	2.66603e+009	2.09390e+010
    89	-112.500000	3.408724644044e-010	3.29933e+009	2.59129e+010
    90	-100.000000	3.136039880371e-010	3.18479e+009	2.50134e+010
    91	-87.500000	2.968769451183e-010	2.94329e+009	2.31166e+010
    92	-75.000000	2.157155794086e-010	3.47241e+009	2.72723e+010
    93	-62.500000	1.811812320346e-010	3.44411e+009	2.70500e+010
    94	-50.000000	1.428082911574e-010	3.50355e+009	2.75169e+010
    95	-37.500000	1.109824052172e-010	3.39253e+009	2.66449e+010
    96	-25.000000	6.023552835307e-011	4.16963e+009	3.27482e+010
    97	-12.500000	2.404830540422e-011	5.19343e+009	4.07892e+010
    98	0.000000	3.127306735774e-012	1.70772e+008	1.34125e+009



I/V Version: 5.16.2 - Radiant Technologies, Inc., 2001 - 3/16/18

