»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	5/15/2018 - 21:0:8
Configured:	05/15/18 08:28:54 PM
Executed:	05/15/18 08:45:35 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	7.85e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	3.00
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	3.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    30	237.500000	2.138903616749e-009	1.11075e+009	8.72385e+009
    31	225.000000	1.623400264575e-009	1.38644e+009	1.08891e+010
    32	212.500000	1.521864513411e-009	1.39713e+009	1.09730e+010
    33	200.000000	1.360505273772e-009	1.47047e+009	1.15491e+010
    34	187.500000	9.523465476804e-010	1.96698e+009	1.54486e+010
    35	175.000000	1.031738063217e-009	1.69649e+009	1.33243e+010
    36	162.500000	8.851499139437e-010	1.83359e+009	1.44010e+010
    37	150.000000	7.697887253234e-010	1.94851e+009	1.53036e+010
    38	137.500000	5.625921392014e-010	2.43084e+009	1.90918e+010
    39	125.000000	5.305942347975e-010	2.35628e+009	1.85062e+010
    40	112.500000	3.638177246037e-010	3.08390e+009	2.42210e+010
    41	100.000000	3.264915185182e-010	3.06562e+009	2.40774e+010
    42	87.500000	2.848155300710e-010	3.06097e+009	2.40408e+010
    43	75.000000	2.539737251320e-010	2.95174e+009	2.31830e+010
    44	62.500000	2.238921306210e-010	2.79357e+009	2.19407e+010
    45	50.000000	1.877870847790e-010	2.65544e+009	2.08558e+010
    46	37.500000	1.535870595976e-010	2.43257e+009	1.91054e+010
    47	25.000000	9.093528170230e-011	2.75021e+009	2.16002e+010
    48	12.500000	4.040654019432e-011	3.11168e+009	2.44392e+010
    49	0.000000	3.090942154735e-013	1.11074e+010	8.72374e+010
    50	0.000000	4.685158099949e-013	3.74536e+009	2.94161e+010
    51	-12.500000	4.405350108535e-011	2.82118e+009	2.21575e+010
    52	-25.000000	8.591988650319e-011	2.90187e+009	2.27913e+010
    53	-37.500000	1.350654254381e-010	2.76672e+009	2.17298e+010
    54	-50.000000	1.472673354092e-010	3.39073e+009	2.66308e+010
    55	-62.500000	1.460855397395e-010	4.26683e+009	3.35116e+010
    56	-75.000000	1.184080965815e-010	6.31444e+009	4.95936e+010
    57	-87.500000	1.662200810772e-010	5.23987e+009	4.11539e+010
    58	-100.000000	2.540441512207e-010	3.93206e+009	3.08824e+010
    59	-112.500000	2.689451184708e-010	4.18823e+009	3.28944e+010
    60	-125.000000	4.083771551579e-010	3.06090e+009	2.40403e+010
    61	-137.500000	4.863187895802e-010	2.82699e+009	2.22032e+010
    62	-150.000000	5.322779322642e-010	2.81739e+009	2.21278e+010
    63	-162.500000	7.522168411742e-010	2.16077e+009	1.69707e+010
    64	-175.000000	1.070053395750e-009	1.63475e+009	1.28393e+010
    65	-187.500000	1.113001698498e-009	1.68429e+009	1.32284e+010
    66	-200.000000	1.487293904980e-009	1.34481e+009	1.05621e+010
    67	-212.500000	2.148376136933e-009	9.89020e+008	7.76776e+009
    68	-225.000000	1.899654679900e-009	1.18486e+009	9.30589e+009
    69	-237.500000	2.268498469705e-009	1.04743e+009	8.22653e+009
    70	-250.000000	3.287577292857e-009	7.60554e+008	5.97339e+009
    71	-262.500000	3.788575060456e-009	6.92482e+008	5.43875e+009
    72	-275.000000	4.212099451854e-009	6.52522e+008	5.12491e+009
    73	-287.500000	4.677858937025e-009	6.15410e+008	4.83343e+009
    74	-300.000000	6.884387019933e-009	4.35828e+008	3.42300e+009
    75	-287.500000	5.031403302049e-009	5.71408e+008	4.48784e+009
    76	-275.000000	4.460933119199e-009	6.16552e+008	4.84240e+009
    77	-262.500000	4.425881674808e-009	5.93578e+008	4.66196e+009
    78	-250.000000	3.558318936020e-009	7.02086e+008	5.51418e+009
    79	-237.500000	3.065095380560e-009	7.75013e+008	6.08695e+009
    80	-225.000000	2.814531345069e-009	7.99255e+008	6.27735e+009
    81	-212.500000	2.370000513126e-009	8.96373e+008	7.04011e+009
    82	-200.000000	2.024390870417e-009	9.87258e+008	7.75392e+009
    83	-187.500000	1.417058028611e-009	1.32155e+009	1.03794e+010
    84	-175.000000	1.314176179055e-009	1.33009e+009	1.04465e+010
    85	-162.500000	7.961862399491e-010	2.04115e+009	1.60312e+010
    86	-150.000000	8.133777985469e-010	1.84165e+009	1.44643e+010
    87	-137.500000	6.482168961234e-010	2.11998e+009	1.66503e+010
    88	-125.000000	6.050543130937e-010	2.06429e+009	1.62129e+010
    89	-112.500000	4.552187293172e-010	2.47007e+009	1.93999e+010
    90	-100.000000	3.586976891744e-010	2.78399e+009	2.18655e+010
    91	-87.500000	3.471439150682e-010	2.52303e+009	1.98159e+010
    92	-75.000000	2.600377053937e-010	2.88848e+009	2.26861e+010
    93	-62.500000	1.560050185748e-010	4.00335e+009	3.14423e+010
    94	-50.000000	1.388575163631e-010	3.60488e+009	2.83127e+010
    95	-37.500000	1.110388886532e-010	3.37087e+009	2.64748e+010
    96	-25.000000	6.253947923266e-011	3.99772e+009	3.13981e+010
    97	-12.500000	2.417960503749e-011	5.14314e+009	4.03942e+010
    98	0.000000	6.082223299223e-012	8.78063e+007	6.89631e+008



I/V Version: 5.16.2 - Radiant Technologies, Inc., 2001 - 3/16/18

