»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	6/5/2018 - 6:25:18
Configured:	06/05/18 06:17:06 AM
Executed:	06/05/18 06:18:35 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	3.00
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	3.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    46	37.500000	2.248787978124e-011	1.67428e+010	1.03806e+011
    47	25.000000	1.288322098256e-011	1.94655e+010	1.20686e+011
    48	12.500000	6.312026392244e-012	1.98953e+010	1.23351e+011
    49	0.000000	4.721931822298e-013	4.36249e+009	2.70474e+010
    50	0.000000	1.871668007336e-012	0.00000e+000	0.00000e+000
    51	-12.500000	4.579141127514e-012	2.73577e+010	1.69618e+011
    52	-25.000000	6.985737948690e-012	3.57129e+010	2.21420e+011
    53	-37.500000	1.097650163721e-011	3.44614e+010	2.13661e+011
    54	-50.000000	1.555181071078e-011	3.21182e+010	1.99133e+011
    55	-62.500000	2.268108054975e-011	2.76334e+010	1.71327e+011
    56	-75.000000	2.872667123826e-011	2.61947e+010	1.62407e+011
    57	-87.500000	3.155899373943e-011	2.77723e+010	1.72188e+011
    58	-100.000000	2.918105999337e-011	3.42343e+010	2.12253e+011
    59	-112.500000	2.274780971181e-011	4.94030e+010	3.06299e+011
    60	-125.000000	1.961628798444e-011	6.35787e+010	3.94188e+011
    61	-137.500000	2.252917407095e-011	6.09764e+010	3.78054e+011
    62	-150.000000	2.165377876341e-011	6.92022e+010	4.29054e+011
    63	-162.500000	2.294670784801e-011	7.07092e+010	4.38397e+011
    64	-175.000000	2.385164242630e-011	7.34291e+010	4.55260e+011
    65	-187.500000	2.529063800078e-011	7.42075e+010	4.60086e+011
    66	-200.000000	2.376100401996e-011	8.41253e+010	5.21577e+011
    67	-212.500000	2.406378206956e-011	8.82093e+010	5.46898e+011
    68	-225.000000	2.738688201152e-011	8.21723e+010	5.09468e+011
    69	-237.500000	2.615311195970e-011	9.06550e+010	5.62061e+011
    70	-250.000000	2.604065031839e-011	9.60301e+010	5.95387e+011
    71	-262.500000	2.947871687437e-011	8.90230e+010	5.51942e+011
    72	-275.000000	3.376024139948e-011	8.14301e+010	5.04867e+011
    73	-287.500000	3.519283494123e-011	8.16490e+010	5.06224e+011
    74	-300.000000	3.542241162775e-011	8.46650e+010	5.24923e+011
    75	-287.500000	3.070446966252e-011	9.36241e+010	5.80470e+011
    76	-275.000000	2.976807733563e-011	9.24019e+010	5.72892e+011
    77	-262.500000	2.644357206280e-011	9.92841e+010	6.15562e+011
    78	-250.000000	2.602280474423e-011	9.60784e+010	5.95686e+011
    79	-237.500000	2.515688853273e-011	9.43602e+010	5.85033e+011
    80	-225.000000	2.377035623923e-011	9.46326e+010	5.86722e+011
    81	-212.500000	2.451561567520e-011	8.67392e+010	5.37783e+011
    82	-200.000000	2.303422418123e-011	8.66836e+010	5.37438e+011
    83	-187.500000	2.068134395737e-011	9.06208e+010	5.61849e+011
    84	-175.000000	1.865325753391e-011	9.38354e+010	5.81779e+011
    85	-162.500000	1.764460274278e-011	9.20607e+010	5.70776e+011
    86	-150.000000	1.560407508841e-011	9.60417e+010	5.95459e+011
    87	-137.500000	1.581713259129e-011	8.67314e+010	5.37734e+011
    88	-125.000000	1.453859150947e-011	8.60725e+010	5.33650e+011
    89	-112.500000	1.402854520758e-011	8.00272e+010	4.96169e+011
    90	-100.000000	1.489220145903e-011	6.69996e+010	4.15398e+011
    91	-87.500000	1.353532153852e-011	6.46750e+010	4.00985e+011
    92	-75.000000	9.248370247832e-012	8.09518e+010	5.01901e+011
    93	-62.500000	1.662389574329e-011	3.74863e+010	2.32415e+011
    94	-50.000000	9.006428989299e-012	5.55616e+010	3.44482e+011
    95	-37.500000	4.476689390783e-012	8.35934e+010	5.18279e+011
    96	-25.000000	3.281347694840e-012	7.67974e+010	4.76144e+011
    97	-12.500000	2.038673311225e-012	6.23098e+010	3.86321e+011
    98	0.000000	9.304957469244e-013	4.09964e+008	2.54178e+009



I/V Version: 5.16.2 - Radiant Technologies, Inc., 2001 - 3/16/18

