»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	8/30/2018 - 12:13:17
Configured:	08/30/18 11:52:12 AM
Executed:	08/30/18 11:53:35 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	2.50
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	5.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    30	197.916667	4.712811849288e-007	4.19755e+006	2.60248e+007
    31	187.500000	3.957534968495e-007	4.72565e+006	2.92990e+007
    32	177.083333	3.393596442654e-007	5.21801e+006	3.23517e+007
    33	166.666667	2.911857582510e-007	5.72102e+006	3.54703e+007
    34	156.250000	2.517235906595e-007	6.21327e+006	3.85223e+007
    35	145.833333	2.223662701402e-007	6.56934e+006	4.07299e+007
    36	135.416667	1.925208695575e-007	7.03453e+006	4.36141e+007
    37	125.000000	1.563175607526e-007	7.99752e+006	4.95846e+007
    38	114.583333	1.355966832924e-007	8.45162e+006	5.24000e+007
    39	104.166667	1.140925072685e-007	9.13514e+006	5.66379e+007
    40	93.750000	9.657190239671e-008	9.72675e+006	6.03059e+007
    41	83.333333	8.535731198033e-008	9.75245e+006	6.04652e+007
    42	72.916667	6.883053987132e-008	1.04370e+007	6.47093e+007
    43	62.500000	5.597154690971e-008	1.11023e+007	6.88344e+007
    44	52.083333	4.482088042315e-008	1.16039e+007	7.19440e+007
    45	41.666667	3.203853783155e-008	1.29829e+007	8.04943e+007
    46	31.250000	2.130528125782e-008	1.46462e+007	9.08067e+007
    47	20.833333	1.293094337713e-008	1.63728e+007	1.01511e+008
    48	10.416667	5.678042139430e-009	1.86770e+007	1.15797e+008
    49	-0.000000	3.085941804180e-013	2.22508e+009	1.37955e+010
    50	0.000000	1.019973774386e-011	1.49600e+008	9.27519e+008
    51	-10.416667	6.998687097874e-009	1.48147e+007	9.18512e+007
    52	-20.833333	1.383693748229e-008	1.49920e+007	9.29503e+007
    53	-31.250000	2.268415080849e-008	1.36921e+007	8.48907e+007
    54	-41.666667	3.029784273288e-008	1.37515e+007	8.52594e+007
    55	-52.083333	4.119814068327e-008	1.28502e+007	7.96711e+007
    56	-62.500000	5.112643728329e-008	1.22171e+007	7.57462e+007
    57	-72.916667	6.303511725130e-008	1.15285e+007	7.14766e+007
    58	-83.333333	7.423001110571e-008	1.12565e+007	6.97904e+007
    59	-93.750000	8.872343109815e-008	1.05631e+007	6.54912e+007
    60	-104.166667	1.071814207817e-007	9.72561e+006	6.02988e+007
    61	-114.583333	1.219631936583e-007	9.37823e+006	5.81450e+007
    62	-125.000000	1.381664101562e-007	9.04817e+006	5.60986e+007
    63	-135.416667	1.566420698064e-007	8.64043e+006	5.35707e+007
    64	-145.833333	1.789009431949e-007	8.15646e+006	5.05700e+007
    65	-156.250000	1.981345991121e-007	7.87142e+006	4.88028e+007
    66	-166.666667	2.176702763069e-007	7.65778e+006	4.74782e+007
    67	-177.083333	2.567252175917e-007	6.89520e+006	4.27502e+007
    68	-187.500000	2.829833151681e-007	6.63311e+006	4.11253e+007
    69	-197.916667	3.168676492885e-007	6.24451e+006	3.87160e+007
    70	-208.333333	3.507160622673e-007	5.94400e+006	3.68528e+007
    71	-218.750000	3.748137757777e-007	5.79776e+006	3.59461e+007
    72	-229.166667	4.157099478652e-007	5.51480e+006	3.41918e+007
    73	-239.583333	4.737681875819e-007	5.05799e+006	3.13596e+007
    74	-250.000000	5.019309859325e-007	4.97803e+006	3.08638e+007
    75	-239.583333	4.824568613198e-007	4.96327e+006	3.07722e+007
    76	-229.166667	4.118652082060e-007	5.55961e+006	3.44696e+007
    77	-218.750000	4.175489126736e-007	5.23836e+006	3.24778e+007
    78	-208.333333	3.651894656329e-007	5.69923e+006	3.53352e+007
    79	-197.916667	3.299446538468e-007	5.99702e+006	3.71815e+007
    80	-187.500000	3.032436277799e-007	6.18793e+006	3.83652e+007
    81	-177.083333	2.742394876291e-007	6.45762e+006	4.00373e+007
    82	-166.666667	2.463447838328e-007	6.74783e+006	4.18365e+007
    83	-156.250000	2.307500281172e-007	6.78032e+006	4.20380e+007
    84	-145.833333	1.969466687519e-007	7.40678e+006	4.59220e+007
    85	-135.416667	1.735103728204e-007	7.81845e+006	4.84744e+007
    86	-125.000000	1.558931371468e-007	8.01097e+006	4.96680e+007
    87	-114.583333	1.390357403831e-007	8.23159e+006	5.10359e+007
    88	-104.166667	1.225089300860e-007	8.49261e+006	5.26542e+007
    89	-93.750000	1.034728021902e-007	9.07510e+006	5.62656e+007
    90	-83.333333	8.630202861119e-008	9.64747e+006	5.98143e+007
    91	-72.916667	7.092434751804e-008	1.02827e+007	6.37527e+007
    92	-62.500000	6.042407353504e-008	1.03234e+007	6.40048e+007
    93	-52.083333	4.721843346623e-008	1.10454e+007	6.84813e+007
    94	-41.666667	3.532281877498e-008	1.17391e+007	7.27823e+007
    95	-31.250000	2.437769668219e-008	1.27972e+007	7.93426e+007
    96	-20.833333	1.537120004360e-008	1.31233e+007	8.13646e+007
    97	-10.416667	7.212314896508e-009	1.39422e+007	8.64415e+007
    98	0.000000	5.451950325579e-012	4.19816e+008	2.60286e+009



I/V Version: 5.16.2 - Radiant Technologies, Inc., 2001 - 3/16/18

