»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V «««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.16.2
»»»  Vision Version:	5.16.10 (R)
»»»	 Vision Compiled:	4/26/18
»»»  Driver Version:	5.16.6
»»»  Windows Version:	Windows 8
»»»  Processor Information:	x86 (AMD or Intel) - 8 Processors
»»»  Tester Name:	PPM21016-863
»»»  Tester S/N:	PPM21016-863
»»»  Internal Amp Type:	 RTI ML200V    
»»»  Internal Amp Serial:	 iAB2-0000     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««

Stored:	6/5/2018 - 6:7:9
Configured:	06/05/18 05:58:23 AM
Executed:	06/05/18 06:00:30 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap.
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	6.20e-005
Sample Thickness (µm):	1.00e-001
Mux Loop Adjustment:	Disabled

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PPM21016-863
Tester Serial Number:	PPM21016-863
Return Signal Amp. Level:	190.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» I/V Info ««««««««««««««««««««««««««««««««««
Task Name:	I/V-2
Max Volts:	3.00
Soak Time (ms):	100.00
Measure Time (ms):	100.00
Step Delay (ms):	0
Preset Pulse Volts:	3.00
Preset Pulse Width (ms):	0.40
Profile:	Unswitched Triangular
Plot:	ERROR - Unknown Plot Parameter

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««
Points:	98

Valid Data

Point	Field (kV/cm)	Current (Amps)	Resistance (Ohms)	Resistivity (Ohms·cm)
    40	112.500000	9.989913618091e-011	1.12540e+010	6.97750e+010
    41	100.000000	1.235534535840e-010	8.10465e+009	5.02489e+010
    42	87.500000	1.176566338153e-010	7.46037e+009	4.62543e+010
    43	75.000000	9.364434020043e-011	8.01685e+009	4.97045e+010
    44	62.500000	6.335048206398e-011	9.85491e+009	6.11004e+010
    45	50.000000	4.029647204502e-011	1.24126e+010	7.69580e+010
    46	37.500000	2.501041697435e-011	1.50511e+010	9.33168e+010
    47	25.000000	1.259103211668e-011	1.97354e+010	1.22360e+011
    48	12.500000	4.998992115583e-012	2.45716e+010	1.52344e+011
    49	0.000000	8.586994137904e-013	1.06618e+009	6.61031e+009
    50	0.000000	1.120405560033e-012	5.44759e+008	3.37751e+009
    51	-12.500000	3.424369701070e-012	3.68506e+010	2.28474e+011
    52	-25.000000	8.274672595049e-012	3.02145e+010	1.87330e+011
    53	-37.500000	9.748171031892e-012	3.85063e+010	2.38739e+011
    54	-50.000000	1.580961983691e-011	3.15559e+010	1.95646e+011
    55	-62.500000	2.040863308990e-011	3.05308e+010	1.89291e+011
    56	-75.000000	2.422128216617e-011	3.09664e+010	1.91992e+011
    57	-87.500000	3.011143770416e-011	2.90694e+010	1.80230e+011
    58	-100.000000	2.307092911270e-011	4.33076e+010	2.68507e+011
    59	-112.500000	1.978214321658e-011	5.68672e+010	3.52576e+011
    60	-125.000000	1.863671064663e-011	6.69819e+010	4.15288e+011
    61	-137.500000	2.121060756241e-011	6.47671e+010	4.01556e+011
    62	-150.000000	2.150866138319e-011	6.96975e+010	4.32124e+011
    63	-162.500000	2.246399435690e-011	7.23713e+010	4.48702e+011
    64	-175.000000	2.403132410481e-011	7.28229e+010	4.51502e+011
    65	-187.500000	2.176910037942e-011	8.60156e+010	5.33297e+011
    66	-200.000000	2.588462911081e-011	7.71734e+010	4.78475e+011
    67	-212.500000	2.573975815393e-011	8.25814e+010	5.12005e+011
    68	-225.000000	2.797462050206e-011	8.04022e+010	4.98494e+011
    69	-237.500000	2.712328103731e-011	8.75249e+010	5.42654e+011
    70	-250.000000	2.895449734639e-011	8.63503e+010	5.35372e+011
    71	-262.500000	3.025399783228e-011	8.67669e+010	5.37955e+011
    72	-275.000000	3.255678353278e-011	8.44894e+010	5.23834e+011
    73	-287.500000	3.628295200841e-011	7.91685e+010	4.90845e+011
    74	-300.000000	3.850500120120e-011	7.79345e+010	4.83194e+011
    75	-287.500000	3.189793333081e-011	9.00638e+010	5.58395e+011
    76	-275.000000	3.037935011222e-011	9.05150e+010	5.61193e+011
    77	-262.500000	2.833655636425e-011	9.25035e+010	5.73522e+011
    78	-250.000000	2.639452323905e-011	9.46675e+010	5.86938e+011
    79	-237.500000	2.521379375366e-011	9.40958e+010	5.83394e+011
    80	-225.000000	2.411143844215e-011	9.32876e+010	5.78383e+011
    81	-212.500000	2.211140484806e-011	9.60601e+010	5.95573e+011
    82	-200.000000	2.337445574657e-011	8.55589e+010	5.30465e+011
    83	-187.500000	1.998295873003e-011	9.38605e+010	5.81935e+011
    84	-175.000000	1.848269830347e-011	9.44949e+010	5.85868e+011
    85	-162.500000	1.521080817359e-011	1.06690e+011	6.61481e+011
    86	-150.000000	1.811899997060e-011	8.26479e+010	5.12417e+011
    87	-137.500000	1.564268754696e-011	8.79034e+010	5.45001e+011
    88	-125.000000	1.393382465338e-011	8.96550e+010	5.55861e+011
    89	-112.500000	1.438570796111e-011	7.81411e+010	4.84475e+011
    90	-100.000000	1.391424900658e-011	7.18238e+010	4.45308e+011
    91	-87.500000	1.013895046405e-011	8.63625e+010	5.35448e+011
    92	-75.000000	8.992656770618e-012	8.36186e+010	5.18435e+011
    93	-62.500000	1.175918148908e-011	5.33835e+010	3.30978e+011
    94	-50.000000	5.819003298245e-012	8.61273e+010	5.33989e+011
    95	-37.500000	6.442677631412e-012	5.82861e+010	3.61374e+011
    96	-25.000000	3.845544651638e-012	6.53317e+010	4.05057e+011
    97	-12.500000	1.389409276286e-012	9.13720e+010	5.66506e+011
    98	0.000000	1.146227270199e-012	1.79714e+009	1.11423e+010



I/V Version: 5.16.2 - Radiant Technologies, Inc., 2001 - 3/16/18

